AA,title,actor,type,role
Apr-10,The Crow,David Patrick Kelly,Und,RU:
Apr-12,The Dark City,Rufus Sewell,Sus,R:suspect
Apr-12,The Dark City,William Hurt,Agt,"R:detective ""Bumstead"""
Apr-12,The Dark City,Kiefer Sutherland,Und,R:mad professor
Apr-12,The Dark City,Jennifer Connelly,Und,R:chanteuse
Apr-12,The Dark City,Richard OBrien,Und,R:aliens
APv10,Dante's Inferno,Arturo Pirovani,Und,"RN:""Virgil"""
APv10,Dante's Inferno,Guiseppe diLiguoro,Und,R:Farinate Pier delle Vigne
APv10,Dante's Inferno,Guiseppe diLiguoro,Und,R:Ugolino
APy10,TZ:The Sword and the Sorcerer,Lee Horsley,Und,RU:
APy10,TZ:The Sword and the Sorcerer,Kathleen Beller,Und,RU:
APy10,TZ:The Sword and the Sorcerer,Simon MacCorkindale,Und,RU:
APy10,The Sword and the Sorcerer,George Maharis,Und,RU:
APy10,The Sword and the Sorcerer,Richard Lynch,Und,RU:
APy15,Raven Hawk,Rachel McLish,Und,"R:Indian orphan, imprisoned, revenges ""Shadowfeather"""
APy15,Raven Hawk,John Enos,Und,"R:marshall, killed parents for land rights"
APy15,Raven Hawk,Ed Lauter,Und,R:lying sherriff
APy15,Raven Hawk,Matt Clark,Und,"R:Indian medic, helps"
AR4,Hiroshima Mon Amour,Emmanuèlle Rivas,Und,"R:French movie actress, falls for Japanese, killed"
AR4,Hiroshima Mon Amour,Eiji Okada,Und,"R:Japanese architect, killed"
AR5,Last Year at Marienbad,Delphine Seyrig,Und,"R:woman, followed ""A"""
AR5,Last Year at Marienbad,Giorgio Albertazzi,Und,"R:persistent man ""X"""
AR5,Last Year at Marienbad,Sacha Pitoeff,Und,R:A's possible husband
AR5,Last Year at Marienbad,Wilhelm vonDeek,Und,RU:
AR5,Last Year at Marienbad,Jean Lanier,Und,RU:
AR5,Last Year iat Marienbad,Geral Lorin,Und,RU:
AR8,Stavisky,JeanPaul Belmondo,Und,"R:swindler, charmer ""Stavisky"""
AR8,Stavisky,Charles Boyer,Und,"R:baron, friend ""Raoul"""
AR8,Stavisky,Anna Duperey,Und,RU:
AR8,Stavisky,Francois Perier,Und,RU:
AR8,Stavisky,Michel Lonsdale,Und,RU:
AR8,Stavisky,Claude Rich,Und,RU:
AR8,Stavisky,Gerard Depardieu,Und,R:young inventor
AR10,Providence,John Gielgud,Und,R:dying writer
AR10,Providence,Dirk Bogarde,Und,RU:
AR10,Providence,Ellen Busteyn,Und,RU:
AR10,Providence,David Warner,Und,RU:
AR10,Providence,Elaine Stritch,Und,RU:
ARa10,The Shakiest Gun in the West,Don Knotts,Und,"R:dentist, becomes cowboy"
ARa10,The Shakiest Gun in the West,Barbara Rhoades,Und,RU:
ARa10,The Shakiest Gun in the West,Jackie Coogan,Und,RU:
ARa10,The Shakiest Gun in the West,Don Barry,Und,RU:
ARb1,Batteries Not Included,Hume Cronyn,Und,R:old drugstore owner
ARb1,Batteries Not Included,Jessica Tandy,Und,R:old tenant
ARb1,Batteries Not Included,Brad Bird,Und,"RZ:black janitor, electronics whiz, savior"
ARb1,Batteries Not Included,s a,Und,"R:young painter, tenant"
ARb1,Batteries Not Included,Frank McRae,Und,RU:
ARb1,Batteries Not Included,Elizabeth Pena,Und,"R:pregnant, considers selling out"
ARb1,Batteries Not Included,Raul Julia,Und,R:tries to evict tenants
ARb1,Batteries Not Included,s a,Und,R:arsonist
ARb1,Batteries Not Included,s a,Und,"R:real-estate mogul ""Lacey"""
ARb1,Batteries Not Included,Michael Carmine,Und,R:mogul's assistant
ARb1,Batteries Not Included,s a,Und,"RZ:destruction boss, soft hearted"
ARb1,Batteries Not Included,Mathew Robbins,Und,RU:
ArD10,Coming out Under Fire,Marvin Liebman,Und,"R:author, interviewee"
ArF10,Und,Luis Trenker,Und,RU:
ArF10,Und,Leni Riefenstahl,Und,RU:
ARG2,Trans-Europe Express,JeanLouis Trintignant,Und,R:dope-runner
ARG2,Trans-Europe Express,Nadine Verdier,Und,R:prositute on train
ARG2,Trans-Europe Express,Daniel Emilfork,Und,R:procurer
ARG2,Trans-Europe Express,Charles Millot,Und,RU:
ARG2,Trans-Europe Express,Henri Lambert,Und,RU:
ArH101,Flight to the East,Gary Merrill,Sus,"R:war correspondent, accused"
ArH101,Flight to the East,Patricia Cutts,Inn,R:former army nurse
ArH101,Flight to the East,Konstantin Shayne,Und,RZ:convicted arms smuggler
ArH101,Flight to the East,Anthony George,Und,RZ:convict's father
ArH101,Flight to the East,Harvey Stevens,Und,RU:
ArH101,Flight to the East,Ralph Clanton,Und,RU:
ArH102,Disappearing Trick,Robert Horton,Und,R:tennis freak
ArH102,Disappearing Trick,Betsy vonFurstenberg,Und,R:widow
ArH103,The Festive Season,Carmen Mathews,Psy,"R:possessive sister, long-time murder suspect"
ArH103,The Festive Season,Richard Waring,Vic,R:feuding widowed brother
ArH103,The Festive Season,Edmon Ryan,Agn,R:family lawyer
ArH103,The Festive Season,Benny Baker,Und,R:inn keeper
ArH104,Post-Mortem,Steve Forrest,Vil,"R:ex-insurance salesman, sqanderer, suspect, murderer"
ArH104,Post-Mortem,Joanna Moore,Vic,"R:widow, nearly murdered, remarries"
ArH104,Post-Mortem,James Gregory,Agn,"R:detective, acts as reporter, helps exhume first husband's body"
ArH104,Post-Mortem,Fred Robbins,Und,RU:
ArH105,The Voice in the Night,James Donald,Und,R:sea captain
ArH105,The Voice in the Night,Barbara Rush,Und,"R:wife, flees"
ArH106,The Jokester,Albert Salmi,Und,R:practical joker
ArH106,The Jokester,Roscoe Ates,Und,R:morgue attendant
ArH107,And the Desert Shall Blossom,William Demarest,Und,"R:hermit, wounded"
ArH107,And the Desert Shall Blossom,Roscoe Ates,Und,R:hermit
ArH107,And the Desert Shall Blossom,Ben Johnson,Und,R:sheriff
ArH107,And the Desert Shall Blossom,Mike Kellin,Und,"R:stranger, killed"
ArH108,Mrs. Herman and Mrs. Fenimore,Mary Astor,Und,"R:out-of-work actress, boarder"
ArH108,Mrs. Herman and Mrs. Fenimore,Doro Merande,Und,"R:landlady, wants to kill uncle"
ArH108,Mrs. Herman and Mrs. Fenimore,Russell Collins,Und,"R:tight-fisted uncle, wed by actress, killed"
ArH108,Mrs. Herman and Mrs. Fenimore,Wesley Lou,Und,R:coroner
ArH109,The Morning of the Bride,Barbara BelGeddes,Und,R:fiancee
ArH109,The Morning of the Bride,Don Dubbins,Und,R:drafted
ArH109,The Morning of the Bride,Pat Hitchcock,Und,R:roommate
ArH109,The Morning of the Bride,Helen Conrad,Und,R:maid
ArH110,The Right Price,Allyn Joslyn,Und,"R:nasty husband, killed"
ArH110,The Right Price,Jane Dulo,Und,"R:nasty wife, to be killed"
ArH110,The Right Price,Eddie Foy jr,Und,R:cooperative burglar
ArH111,Not the Running Type,Paul Hartman,Und,R:embezzler
ArH111,Not the Running Type,Robert Bray,Und,"R:dogged policeman, fooled"
ArH111,Not the Running Type,Bert Freed,Und,RZ:collegue
ArH111,Not the Running Type,Wendell Holmes,Und,RZ:boss
ArH112,Across the Threshold,Patricia Collinge,Und,R:wealthy old lady
ArH112,Across the Threshold,George Grizzard,Und,R:wimpy bachelor son
ArH112,Across the Threshold,Barbara Baxley,Und,"R:girlfriend, actress"
ArH113,Forty Detectives Later,James Franciscus,Und,R:41st private detective
ArH113,Forty Detectives Later,George Munroe,Und,R:wants wife's murderer
ArH113,Forty Detectives Later,George Mitchell,Und,RSU
ArH113,Forty Detectives Later,Arlene McQuade,Und,RU:
ArH113,Forty Detectives Later,Robert Kelljian,Und,RU:
ArH114,One Grave Too Many,Jeremy Slate,Und,"R:unemployed, finds wallet"
ArH115,The Doubtful Doctor,Dick York,Und,"R:overworked executive, has depressing dream"
ArH115,The Doubtful Doctor,John Zaremba,Und,R:psychiatrist
ArH115,The Doubtful Doctor,Gena Rowlands,Und,R:demanding wife
ArH115,The Doubtful Doctor,Michael Burns,Und,RZ:landlord
ArH115,The Doubtful Doctor,Joe Julia,Und,R:baseball fan kid
ArH115,The Doubtful Doctor,Ralph Smiley,Und,RU:
ArH116,The Baby Blue Expression,Richard Gaines,Und,R:attorney
ArH116,The Baby Blue Expression,Peter Walker,Und,R:assistant
ArH116,The Baby Blue Expression,Sarah Marshall,Und,R:scatterbrained wife
ArH117,A Woman's Help,Scott McKay,Und,"R:wimp ""Arnold"""
ArH117,A Woman's Help,Geraldine Fitzgerald,Und,R:domineering sickly wife
ArH117,A Woman's Help,Antoinette Bower,Und,"R:pretty nurse, plots, fired"
ArH117,A Woman's Help,Lillian OMalley,Und,"R:new nurse, Arnold's mother"
ArH117,A Woman's Help,Leon Lontok,Und,R:butler
ArH118,Make my Deathbed,Diana vanderVlis,Und,"R:party girl, poisons herself"
ArH118,Make my Deathbed,James Best,Und,"R:bishop, married, to be poisoned, shot"
ArH118,Make my Deathbed,Madeleine Sherwood,Und,R:bishop's wife
ArH118,Make my Deathbed,Joe Flynn,Und,"R:jelous husband, shoots bishop"
ArH204,The Americanization of Emily,James Gardner,Und,"R:soldier, has affair ""Madison"""
ArH204,The Americanization of Emily,s a,Und,"R:British love ""Emily"""
ArH205,Mamie,s a,Und,"R:mass-production prostitute ""Mamie"""
ArH205,The Klansmen,s a,Und,RU:
ArH207,The Out-of-Towners,Jack Lemmon,Vic,"R:executive, going New York for an interview, late, mugged, etc"
ArH207,The Out-of-Towners,Sandy Dennis,Sdk,"R:blowsy, supportive wife ""Gwen"""
ArH207,TZ:The Out-of-Towners,Sandy Baron,Und,RU:
ArH207,TZ:The Out-of-Towners,Anne Meara,Und,RU:
ArH207,The Out-of-Towners,Carlos Montalban,Und,R:Cuban ambassador
ArH208,Love Story,Ryan ONeal,Und,R:lover
ArH208,Love Story,Ali MacGraw,Und,R:dying of cancer
ArH208,TZ:Love Story,Ray Milland,Und,RU:
ArH208,TZ:Love Story,John Marley,Und,RU:
ArH208,Love Story,Tommy Lee Jones,Und,R:Harvard roommate
ArH209,TZ:Plaza Suite,Walter Matthau,Und,RU:
ArH209,TZ:Plaza Suite,Maureen Stapleton,Und,RU:
ArH209,TZ:Plaza Suite,Barbara Harris,Und,RU:
ArH209,TZ:Plaza Suite,Lee Grant,Und,RU:
ArH209,TZ:Plaza Suite,Louise Sorel,Und,RU:
ArH210,The Hospital,George C. Scott,Sci,R:disillusioned chief doctor
ArH210,The Hospital,Diana Rigg,Und,RU:
ArH210,The Hospital,Barnard Hughes,Und,RU:
ArH210,The Hospital,Richard Dysart,Und,RU:
ArH210,The Hospital,Nancy Marchand,Und,RU:
ArH215,Silver Streak,Jill Clayburgh,Und,R:George's girlfriend
ArH215,Silver Streak,Gene Wilder,Und,"R:poses as black ""George Caldwell?"""
ArH215,Silver Streak,Richard Pryor,Und,"R:car thief, joins George"
ArH215,TZ:Silver Streak,Patrick McGoohan,Und,"RS:George's fat friend, shot"
ArH215,Silver Streak,s a,Und,R:pretend professor
ArH215,Silver Streak,s a,Und,"R:heavy, shot with harpoon"
ArH215,Silver Streak,s a,Und,R:dumb sherriff
ArH215,Silver Streak,s a,Und,R:art smuggler
ArH216,The In-Laws,Peter Falk,Und,R:CIA spy
ArH216,The In-Laws,Alan Arkin,Und,"R:timorous dentist, son-in-law to be"
ArH216,The In-Laws,Richard Libertini,Und,"R:son, engaged"
ArH216,The In-Laws,Penny Peyser,Und,"R:daughter, engaged"
ArH216,The In-Laws,Nancy Dussault,Und,RU:
ArH217,"Author, Author",Al Pacino,Und,"R:playwright, stuck with children"
ArH217,"Author, Author",Dyan Cannon,Und,R:warm friend
ArH217,"Author, Author",Tuesday Weld,Und,"R:wife, leaves"
ArH217,"TZ:Author, Author",Bob Dishy,Und,RU:
ArH217,"TZ:Author, Author",Alan King,Und,RU:
ArH217,"Author, Author",Andre Gregory,Und,RU:
ArH217,"Author, Author",Bob,Und,RU:
ArH217,"Author, Author",Ray,Und,RU:
ArH218,TZ:Making Love,Kate Jackson,Und,R:doctor's wife
ArH218,TZ:Making Love,Michael Ontkean,Und,R:gay doctor
ArH218,Making Love,Harry Hamlin,Und,R:gay friend
ArH218,Making Love,Wendy Hiller,Und,RU:
ArH218,Making Love,Arthur Hill,Und,RU:
ArH218,Making Love,Nancy Olson,Und,RU:
ArH220,TZ:Romantic Comedy,Dudley Moore,Und,R:Broadway playwright
ArH220,TZ:Romantic Comedy,Mary Steenburgen,Und,R:schoolteacher
ArH220,TZ:Romantic Comedy,Frances Sternhagen,Und,RU:
ArH225,TZ:The Lonely Guy,Steve Martin,Und,R:lonely
ArH225,TZ:The Lonely Guy,Charles Grodin,Und,RU:
ArH225,TZ:The Lonely Guy,Judith Ivey,Und,R:frigid
ArH225,TZ:The Lonely Guy,Steve Lawrence,Und,RU:
ArH225,TZ:The Lonely Guy,Robyn Douglas,Und,RU:
ArH227,Teacher,Nick Nolte,Und,R:burnt-out teacher
ArH227,Teacher,JoBeth Williams,Und,RU:
ArH227,Teacher,Judd Hirsch,Und,RU:
ArH227,Teacher,Ralph Macchio,Und,RU:
ArH227,Teacher,Richard Mulligan,Und,RU:
ArH227,Teacher,Allen Garfield,Und,RU:
ArH227,Teacher,Royal Dano,Und,RU:
ArH230,"See No Evil, Hear No Evil",Gene Wilder,Inn,"R:deaf ""Dan"""
ArH230,"See No Evil, Hear No Evil",Richard Pryor,Inn,"R:blind ""Wally"""
ArH230,"See No Evil, Hear No Evil",Joan Severance,Sus,"R:kidnapped sister ""Eve"""
ArH230,"See No Evil, Hear No Evil",Kevin Spacey,Und,"R:blind crook ""Kirgo"""
ArH230,"See No Evil, Hear No Evil",Anthony Zerbe,Und,"RN:""Sutherland"""
ArH230,"See No Evil, Hear No Evil",Louis Giambalvo,Und,"RN:""Gatlin"""
ArH230,"See No Evil, Hear No Evil",Kisten Childs,Und,"R:secretary, wants to take over, killed ""Adele"""
ArH230,"See No Evil, Hear No Evil",Alan North,Und,"R:cop ""Braddock"""
ArH230,"See No Evil, Hear No Evil",Benny McInery,Und,"R:cop ""Braddock"""
ArH236,The Babe,John Goodman,Und,"R:baseball star ""Babe Ruth"""
ArH236,The Babe,Trini Alvarado,Und,R:first wife
ArH236,The Babe,Kelly McGinnis,Und,"R:second wife ""Claire"""
ArH210,The Hospital,George C. Scott,Sci,R:chief of medicine
ArH210,The Hospital,Diana Rigg,Und,RU:
ArH210,The Hospital,Barnard Hughes,Und,R:bureaucrat
ArH210,The Hospital,Nancy Marchand,Und,RU:
ArH210,The Hospital,Richard Dysart,Und,RU:
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Eric Idle,Her,"R:flailing director ""Alan Smithee"""
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Ryan ONeil,Vil,"R:producer ""James Edmunds"""
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Sylvester Stallone,Cam,RU:
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Whoopi oldberg,Cam,RU:
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Jackie Chan,Cam,RU:
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Larry King,Cam,RU:
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Robert Shapiro,Cam,RU:
ArH240,"Burn, Hollywood, Burn: An Alan Smithee Film",Joe Eszterhas,Cam,"R:writer ""Joe Eszterhas"""
Ari15,No One Writes to the Colonel,Fernando Lujan,Und,R:waits for his pension
Ari15,No One Writes to the Colonel,Marisa Paredes,Und,R:exasperated wife
ARk10,The Chase,Charlie Sheen,Und,R:esaped con
ARk10,The Chase,Kristy Swenson,Und,R:kidnapped heiress
ARk10,The Chase,Henry Rollins,Und,RU:
ARk10,The Chase,Josh Mostel,Und,RU:
ARk10,The Chase,Ray Wise,Und,RU:
ARk12,The Dark Backward,s a,Und,"R:garbage collector , wannabe comic, becomes freak ""Marty"""
ARk12,The Dark Backward,Bill Paxton,Sdk,R:enthousiatic buddy
ARk12,The Dark Backward,James Caan,Und,RZ:venal agent
ARk12,The Dark Backward,Kits,Und,RZ:sexy nurse
ARk12,The Dark Backward,Rob Lowe,Und,RU:
ARk12,The Dark Backward,s a,Und,R:demanding mother
ArL17,Risky Business,Dorothea Kent,Und,RZ:mother
ArL17,Risky Business,Eduardo Cianelli,Und,RZ:kidnapper
ArL22,Black Friday,Boris Karloff,Sci,R:doctor
ArL22,Black Friday,Bela Lugosi,Und,RZ:gangster
ArL22,Black Friday,Stanley Ridges,Sci,RZ:professor
ArL22,Black Friday,Anne Nagel,Und,RZ:doctor's daughter
ArL22,Black Friday,Anne Gwynne,Und,R:professor's wife
ArL22,Black Friday,Virginia Brissac,Und,RZ:showgirl
ArL22,Black Friday,Paul Fix,Und,RZ:gangster
ArL26,San Francisco Docks,Burgess Meredith,Sus,R:suspect
ArL26,San Francisco Docks,Irene Hervey,Und,RU:
ArL26,San Francisco Docks,Raymond Walburn,Und,RU:
ArL26,San Francisco Docks,Barry Fitzgerald,Und,RU:
ArL26,San Francisco Docks,Robert Armstrong,Und,RU:
ArL26,San Francisco Docks,Lewis Howard,Und,RU:
ArL28,Buck Privates,Bud Abbott,Und,R:rookie soldier
ArL28,Buck Privates,Lou Costello,Und,R:rookie soldier
ArL28,Buck Privates,Lee Bowman,Und,RU:
ArL28,Buck Privates,Alan Curtis,Und,RU:
ArL28,Buck Privates,Jane Frazee,Und,RU:
ArL28,Buck Privates,The Andrews Sisters,Und,RU:
ArL28,Buck Privates,Nat Pendleton,Und,RU:
ArL28,Buck Privates,Sumuel H. Hinds,Und,RU:
ArL28,Buck Privates,Shemp Howard,Und,RU:
ArL29,Hold That Ghost,Bud Abbott,Und,R:stranded
ArL29,Hold That Ghost,Lou Costello,Und,RU:
ArL29,Hold That Ghost,Joan Davis,Und,RU:
ArL29,Hold That Ghost,The Andrews Sisters,Und,RU:
ArL29,Hold That Ghost,Richard Carlson,Und,RU:
ArL29,Hold That Ghost,Ted Lewis,Und,R:bandleader
ArL29,Hold That Ghost,Evelyn Ankers,Und,RU:
ArL29,Hold That Ghost,Marc Lawrence,Und,RU:
ArL29,Hold That Ghost,Mischa Auer,Und,RU:
ArL36,The Phantom of the Opera,Claude Rains,Und,"R:failing violinst, suitor, phantom"
ArL36,The Phantom of the Opera,Susanna Foster,Vic,"R:understudy singer, victim"
ArL36,The Phantom of the Opera,Nelson Eddy,Und,"R:tenor, suitor"
ArL36,The Phantom of the Opera,Hume Cronyn,Und,RU:
ArL36,The Phantom of the Opera,Edgar Barrier,Agn,"R:secret police, suitor"
ArL36,The Phantom of the Opera,Leo Carillo,Und,RU:
ArL36,The Phantom of the Opera,J.Edward Bromberg,Und,RU:
ArL36,The Phantom of the Opera,Jane Farrar,Vic,"R:diva, murdered"
ArL36,The Phantom of the Opera,Fritz Leiber,Und,"R:composer ""Liszt"""
ArL39,The Spider Woman Strikes Back,Gale Sondergard,Und,R:criminal
ArL39,The Spider Woman Strikes Back,Brenda Joyce,Und,R:decoy
ArL39,The Spider Woman Strikes Back,Rondo Hatton,Und,RU:
ArL39,The Spider Woman Strikes Back,Milburn Stone,Und,RU:
ArL46,Rhubarb,Leonard Nimoy,Und,RU:
ArL58,Thief of Bagdad,Steve Reeves,Her,R:thief
ArL58,Thief of Bagdad,Georgia Moll,Und,RU:
ArL58,Thief of Bagdad,Arturo Dominici,Und,RU:
AmM10,The Supernaturals,Michele Nichols,Und,R:modern sergeant
AmM10,The Supernaturals,Margaret Shendal,Und,R:civil war mother
AmM10,The Supernaturals,Bobbie diCiccio,Und,RZ:soldier
AmM10,The Supernaturals,Scott Jacoby,Und,"RZ:son, shot"
AmM10,The Supernaturals,Maxwell Caulfield,Und,RZ:father
AmM10,The Supernaturals,Lilian Balsam,Und,R:private
AmM10,The Supernaturals,Levar Bundy,Und,RSU
AmM10,The Supernaturals,Bradford Bancroft,Und,RU:
ARm10,The Winter Guest,Emma Thompson,Und,"R:daughter, visited"
ARm10,The Winter Guest,Phyllida Law,Und,R:mother
ArN10,TZ:Deadline,Barry Newman,Und,RU:
ArN10,TZ:Deadline,Trisha Noble,Und,RU:
ArN10,TZ:Deadline,Bill Kerr,Und,RU:
ArN10,TZ:Deadline,Bruce Spence,Und,RU:
ArN10,TZ:Deadline,Alwyn Kurts,Und,RU:
ArN10,TZ:Deadline,John Ewart,Und,RU:
ArN10,TZ:Deadline,Willie Fennell,Und,RU:
ArN10,TZ:Deadline,Vincent Ball,Und,RU:
ArN10,TZ:Deadline,Eric Pearce,Und,RU:
ArN10,TZ:Deadline,Noel Trevarthen,Und,RU:
ARo10,TZ:Endangered Species,Robert Urich,Und,RZ:rancher
ARo10,TZ:Endangered Species,JoBeth Williams,Und,RU:
ARo10,Endangered Species,Paul Dooley,Und,RU:
ARo10,Endangered Species,Hoyt Aston,Und,RU:
ARo10,Endangered Species,Peter Coyote,Und,RU:
ArP1,The Left Handed Gun,Paul Newman,Und,"R:ignorant cowboy ""Billie the Kid"""
ArP1,The Left Handed Gun,Hurd Hatfield,Und,RU:
ArP1,The Left Handed Gun,Lita Milan,Und,RU:
ArP1,The Left Handed Gun,John Dehner,Und,RU:
ArP1,The Left Handed Gun,Denver Pyle,Und,RU:
ArP1,The Left Handed Gun,Nester Paiva,Und,RU:
ArP1,The Left Handed Gun,John Dierkes,Und,RU:
ArP1,The Left Handed Gun,James Congdon,Und,RU:
ArP4,The Chase,Marlon Brando,Und,RU:
ArP4,The Chase,Jane Fonda,Und,RU:
ArP4,The Chase,James Fox,Und,RU:
ArP4,The Chase,Robert Duvall,Und,RU:
ArP4,The Chase,Robert Redford,Und,RU:
ArP4,The Chase,Angie Dickenson,Und,RU:
ArP5,Bonnie and Clyde,Warren Beatty,Vil,"R:car thief, bank robber, shot in the end ""Clyde Barrow"""
ArP5,Bonnie and Clyde,Faye Dunaway,Vil,"R:victim, becomes bank robber, shot in the end ""Bonnie"""
ArP5,Bonnie and Clyde,Gene Hackman,Vic,"R:bank robber, older brother, killed in shootout ""Back Barrow"""
ArP5,Bonnie and Clyde,Estelle Parsons,Und,"R:moll, wounded"
ArP5,Bonnie and Clyde,Michael J. Pollard,Und,"R:gang driver, shot in the end"
ArP5,Bonnie and Clyde,Dub Taylor,Und,RU:
ArP5,Bonnie and Clyde,Denver Pyle,Und,RU:
ArP5,Bonnie and Clyde,Gene Wilder,Und,RU:
ArP10,Little Big Man,Dustin Hoffman,Und,RU:
ArP10,Little Big Man,Faye Dunaway,Und,RU:
ArP10,Little Big Man,Martin Balsam,Und,RU:
ArP10,Little Big Man,Chief Dan George,Und,RU:
ArP10,Little Big Man,Richard Mulligan,Und,RU:
ArP15,Night Moves,Gene Hackman,Und,R:detective
ArP15,Night Moves,Susan Clark,Und,"R:runaway teenager, topless, seduces detective ""Ellen"""
ArP15,Night Moves,Edward Binns,Und,RU:
ArP15,Night Moves,Harris Yulin,Und,RU:
ArP15,Night Moves,Kenneth Mars,Und,RU:
ArP15,Night Moves,Melanie Griffith,Und,"R:swims nude ""Delly"""
ArP15,Night Moves,James Woods,Und,"RN:""Quentin"""
ArP15,Night Moves,Jennifer Warren,Und,"R:nude, sleeps with detective ""Paula"""
ArP16,The Missouri Breaks,Marlon Brando,Und,R:psycho agent 'regulator''
ArP16,The Missouri Breaks,Jack Nicholson,Und,R:ranchhand
ArP16,The Missouri Breaks,Randy Quaid,Und,RU:
ArP16,The Missouri Breaks,Kathleen Lloyd,Und,"R:rancher's daughter, romanced by ranchhand"
ArP16,The Missouri Breaks,Frederic Forrest,Und,RU:
ArP16,The Missouri Breaks,Harry Dean Stanton,Und,"RZ:rustler, hung"
ArP16,The Missouri Breaks,John McLiam,Und,R:rancher
ArP18,The Miracle Worker,Anne Bancroft,Und,"R:blind ""Helen Keller}"""
ArP18,TZ:The Miracle Worker,Patty Duke (Astin),Und,RU:
ArP18,The Miracle Worker,Victor Jory,Und,RU:
ArP18,The Miracle Worker,Patty Inga Svensen,Und,RU:
ArP18,The Miracle Worker,Andrew PIne,Und,RU:
ArP18,TZ:The Miracle Worker,Melissa Gilbert,Und,RU:
ArP20,TZ:Four Friends,Craig Wasson,Und,RU:
ArP20,TZ:Four Friends,Jodi Thelen,Und,RU:
ArP20,TZ:Four Friends,Lois Smith,Und,RU:
ArP20,TZ:Four Friends,Michael Huddleston,Und,RU:
ArR10,The Informer,Lars Hansen,Und,"R:IRA leader, betrayed"
ArR10,The Informer,Lya dePutti,Und,RU:
ARu4,Welcome to L.A.,Keith Carradine,Und,RU:
ARu4,Welcome to L.A.,Sally Kellerman,Und,RU:
ARu4,Welcome to L.A.,Geraldine Chaplin,Und,RU:
ARu4,Welcome to L.A.,Harvey Keitel,Und,RU:
ARu4,TZ:Welcome to L.A.,Lauren Hutton,Und,R:nude
ARu4,TZ:Welcome to L.A.,Sissy Spacek,Und,R:nude
ARu4,TZ:Welcome to L.A.,John Considine,Und,RU:
ARu4,TZ:Welcome to L.A.,Viveca Lindfors,Und,RU:
ARu4,TZ:Welcome to L.A.,Richard Baskin,Und,RU:
