H,title,year,director,producer,studio,process code,category code,awards
IB14,Escape to Glory,1940,D:Brahm,PN:Sam Bisschoff,St:Columbia,bnw,Ctxx,aw
IB16,The Undying Monster,1942,D:Brahm,PN:,St:England,,,
IB17,Tonight We Raid Calais,1942,D:Brahm,PN:,St:England,,,
IB18,Wintertime,1943,D:Brahm,PN:William LeBaron,St:Fox,bnw,,
IB19,The Lodger,1944,D:Brahm,PN:,St:England,,Susp,
IB20,Hangover Square,1944,D:Brahm,PN:Robert Bassler,"St:Fox, SL:England",bnw,"Horr,Susp,Dram",H*
IB21,Guest in the House,1944,D:Brahm,P:Stromberg,SL:USA,bnw,Dram,H*
IB22,The Locket,1946,D:Brahm,PN:,St:England,,"Susp, Noir",
IB30,The Mad Magician,1954,D:Brahm,PN:,SU:,,Horr,
IB100,A Night With the Boys,1959,D:Brahm,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,
IB101,Dry Run,1959,D:Brahm,"P:Hitchcock, J.Harrison","St:Shamley, CBS",bnw,Susp,
IB102,Madame Mystery,1960,D:Brahm,"P:Hitchcock, J.Harrison","St:Shamley, CBS",bnw,Susp,
IB103,The Cuckoo Clock,1960,D:Brahm,"P:Hitchcock, J.Harrison","St:Shamley, CBS",bnw,Susp,
IB104,The Hero,1960,D:Brahm,"P:Hitchcock, J.Harrison","St:Revue, CBS",bnw,Susp,
IB105,Insomnia,1960,D:Brahm,"P:Hitchcock, J.Harrison","St:Shamley, CBS",bnw,Susp,
IB106,The Five-Forty-Eight,1960,D:Brahm,"P:Hitchcock, J.Harrison","St:Shamley, CBS",bnw,Susp,
IB107,Pen Pal,1960,D:Brahm,"P:Hitchcock, J.Harrison","St:Shamley, CBS",bnw,Susp,
IB108,The Throwback,1961,D:Brahm,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,
IB109,Don't Look Behind You,1962,D:Brahm,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,
IB110,Death and the Joyful Woman,1963,D:Brahm,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,
IB111,Murder Case,1964,D:Brahm,P:Hitchcock,"St:Shamley,CBS",bnw,Susp,
IB112,Final Performance,1965,D:Brahm,P:Hitchcock,St:CBS,bnw,Susp,
IB113,The Trap,1965,D:Brahm,P:Hitchcock,St:CBS,bnw,Susp,
IB150,Hot Rods to Hell,1967,D:Brahm,PN:Sam Katzman,St:MGM,Mcol,Actn,
JC1,Le Sang d'un Poéte,1930,D:Cocteau,PN:,SU:,,Surr,
JC6,La Belle et la Bête,1946,D:Cocteau,PN:,SU:,bnw,Fant,
JC9,Les Parents Terribles,1949,D:Cocteau,P:,St:Sirius,bnw,"Dram,Comd",H**
JC10,Orphée,1949,D:Cocteau,PN:,SU:,prc,Dram,aw
JC11,Le Testament d'Orphée,1959,D:Cocteau,PN:,SU:,prc,Dram,aw
JPa7,Hog Wild,1930,D:Parrott,P:Roach,SL:US,bnw,Comd,H***
JPa8,Blotto,1930,D:Parrott,P:Roach,SL:US,bnw,Comd,H*
JPa9,Jailbirds,1931,D:Parrott,P:,SU:,bnw,Comd,H*
JPa10,Helpmates,1932,D:Parrott,P:Roach,SL:US,bnw,Comd,H***
JPa12,The Music Box,1932,D:Parrott,P:Roach,SL:US,bnw,Comd,"H****, AA"
JPa14,County Hospital,1932,D:Parrott,P:Roach,SL:US,bnw,Comd,H**
JPa40,"Sing, Sister, Sing",1935,D:Parrott,P:,SU:,bnw,,H-
JVi10,Zéro de Conduite,1932,D:Vigo,PN:,St:Gaumont,bws,"Fant, Surr",H**
JVi11,Taris de Natation,1932,D:Vigo,PN:,SU:,prc,BioP,
JVi21,A propos de Nice,1934,D:Vigo,PN:,St:Gaumont,prc,Dram,aw
JVi23,L'Atalante,1934,D:Vigo,PN:Jacques LouisNounez,St:Gaumont,bnw,Romt,
JW1,Waterloo Bridge,1931,D:Whale,P:Laemmle jr.,St:Universal,bnw,,H*
JW2,Frankenstein,1931,D:Whale,P:Laemmle jr.,"St:Realart, Universal",bnw,Horr,H****
JW4,The Old Dark House,1932,D:Whale,P:Laemmle jr,S:Univeral,bnw,"Horr,Comd",H****
JW6,The Invisible Man,1933,D:Whale,PN:,St:Universal,bnw,ScFi,aw
JW9,The Bride of Frankenstein,1935,D:Whale,P:Laemmle jr,St:Universal,bnw,Horr,H****
JW10,Remember Last Night,1935,D:Whale,PN:,SU:,prc,Ctxx,aw
JW11,Show Boat,1936,D:Whale,P:Laemmle jr,St:Universal,bnw,Musc,H***
JW16,Port of Seven Seas,1938,D:Whale,PN:,SU:,prc,Ctxx,aw
JW17,The Man in the Iron Mask,1939,D:Whale,PN:Edward Small,SL:USA,bnw,,H**
JW18,Green Hell,1940,D:Whale,PN:Harry Edgington,St:Universal,bnw,,H*
LSw10,Follow Thru,1930,D:Schwab,PN:,St:Paramount,Tcol,Musc,"golf links, USA"
MOp3,Die Verkaufte Braut,1932,D:Max Ophuls,PN:,SU:,prc,Ctxx,aw
MOp4,Liebelei,1932,D:Max Ophuls,PN:Fred Lisa,SU:,bnw,Dram,H*
MOp5,Une Histoire d'Ammour,1933,D:Max Ophuls,PN:,SU:,prc,Ctxx,aw
MOp8,Trouble With Money,1934,D:Max Ophuls,PN:,SU:,prc,Ctxx,aw
MOp11,Yoshimara,1937,D:Max Ophuls,PN:,SU:,prc,Ctxx,aw
MOp12,Werther,1938,D:Max Ophuls,PN:,SU:,prc,Dram,aw
MOp14,The Exile,1947,D:Max Ophuls,P:Fairbanks jr,SU:,prc,Dram,aw
MOp15,Caught,1948,D:Max Ophuls,PN:,SU:,prc,Noir,aw
MOp16,Letter From an Unknown Woman,1948,D:Max Ophuls,PN:John Houseman,St:Universal,bnw,Dram,"NFR, H****"
MOp18,The Reckless Moment,1949,D:Max Ophuls,PN:,SU:,prc,Ctxx,aw
MOp19,La Ronde,1950,D:Max Ophuls,PN:,St:Sacha Gordine,bnw,"Romt,Comd",H***
MOp20,Le Plaisir,1952,D:Max Ophuls,PN:,SU:,prc,Dram,aw
MOp21,Madame de,1953,D:Max Ophuls,PN:,St:Franco-London,prc,Dram,H*
MOp22,Lola Montes,1955,D:Max Ophuls,PN:,SU:,"col,CS","Romt,Musc",aw
MOp30,Banana Peel,1968,D:Max Ophuls,PN:,SU:,prc,Ctxx,aw
MSa6,The Gay Divorcee,1934,D:Sandrich,P: Berman,St:RKO,bnw,Musc,"H****, AAN"
MSa7,Top Hat,1935,D:Sandrich,P:Berman,St:RKO,bnw,Musc,"H****, AAN"
MSa8,Follow the Fleet,1936,D:Sandrich,P:Berman,St:RKO,bnw,Musc,H**
MSa9,A Woman Rebels,1936,D:Sandrich,P:Berman,St:RKO,bnw,Dram,
MSa10,Shall We Dance,1937,D:Sandrich,P:Berman,St:RKO,bnw,Musc,H**
MSa12,Carefree,1938,D:Sandrich,P:Berman,St:RKO,bnw,Musc,H*
MSa16,Holiday Inn,1942,D:Sandrich,PN:,SU:,prc,Ctxx,aw
MSa19,Here Come the Waves,1944,D:Sandrich,PN:,SU:,prc,Ctxx,aw
MdO10,"Douro, Fana Fluvial",1931,D:deOliveira,P:DeOliveira,SU:,prc,Docu,aw
MdO30,Aniki-B/'obó,1942,D:deOliveira,PN:,SU:,prc,Docu,aw
MdO60,Acto da Primavera,1962,D:deOliveira,PN:deOliveira,SU:,prc,Docu,aw
MdO62,A Ca{cca,1964,D:deOliveira,PN:deOliveira,SU:,prc,Docu,aw
MdO70,Benilde ou a Virgem Mãe,1975,D:deOliveira,PN:deOliveira,SU:,prc,Dram,aw
MdO75,Amor de Perdi{ccão,1978,D:deOliveira,PN:,SU:,prc,Dram,aw
MdO81,Francisca,1981,D:deOliveira,PN:,SU:,prc,"Romt,Dram",aw
MdO85,Sapato de Setim,1985,D:deOliveira,PN:,SU:,prc,"Romt,Dram",aw
MdO87,O Meu Caso,1986,D:deOliveira,PN:,SU:,prc,"Comd,Dram",aw
MdO100,"No, or the Vain Glory of Command",1990,D:deOliveira,PN:,SU:,prc,Avant Garde,aw
MdO105,A Divina Comédia,1986,D:deOliveira,PN:,SU:,prc,Dram,aw
MdO111,O Dia do Desespero,1992,D:deOliveira,PN:,SU:,prc,"Docu,Dram",aw
MdO115,Vale Abrao,1992,D:deOliveira,PN:,SU:,prc,"Docu,Dram",aw
MdO121,The Letter,1999,D:deOliveira,PU:,SU:,prc,Romt,
NGr10,Good News,1930,D:Grinde,PN:,St:MGM,bnw,Musc,H
NGr20,Before I Hang,1940,D:Grinde,PN:Wallace MacDonald,St:Columbia,Ecol,Horr,H*
RMi8,Outward Bound,1930,D:Milton,PU:,SU:,bnw,Dram,aw
RM110,Westward Passage,1932,D:Milton,P:Selznick,St:RKO,bnw,Dram,aw
SGB10,Rogue of the Rio Grande,1930,D:Bennet,PN:,SU:,prc,West,aw
SGB30,Mysteriouys Pilot,1937,D:Bennet,PN:,SU:,prc,Advt,aw
SGB50,Arizona Bound,1942,D:Bennet,PN:,SU:,prc,West,aw
SGB60,Superman,1948,D:Bennet,PN:,S:Columbia,"bnw, TV",Actn,H
SGB75,Batman and Robin,1948,D:Bennet,PN:,SU:,prc,Actn,aw
SGB90,Adventures of Sir Galahad,1951,D:Bennet,PN:,SU:,prc,Advt,aw
SGB110,Brave Warrior,1952,D:Bennet,PN:,SU:,prc,Advt,aw
SGB120,The Atomic Submarine,1960,D:Bennet,PN:,SU:,prc,ScFi,aw
SGB130,The Bounty Killer,1965,D:Bennet,PN:,SU:,prc,Actn,aw
SlD10,Kühle Wampe,1932,D:Dudow,PN:,SU:,bnw,Dram,aw
Z1210,They Knew What They Wanted,1928,D:Unknown12,PN:,SU:,prc,Dram,aw
Z1120,They Knew What They Wanted,1930,D:Unknown11,PN:,SU:,prc,Dram,aw
CWi10,So Lang noch ein Waltzer von Strauss Erklingt,1931,D:C.Wiene,PN:,SU:,bnw,Musc,aw
ELC2,Law and Order,1932,D:E.L.Cahn,PN:,St:Universal,Tcol,,
ELC195,Curse of the Faceless Man,1958,D:E.L.Cahn,PN:,St:U.A.,bnw,Horr,
ELC200,"Pier 5, Havana",1959,D:E.L.Cahn,PN:Robert E. Kent,St:U.A.,bnw,Advt,
ELC201,The Four Skulls of Jonathan Drake,1959,D:E.L.Cahn,PN:,SU:,prc,Ctxx,
ELC202,Riot in Juvenile Prison,1959,D:E.L.Cahn,PN:,SU:,prc,Ctxx,
ELC203,Invisible Invaders,1959,D:E.L.Cahn,PN:,SU:,prc,Ctxx,
ELC204,Vice Raid,1959,D:E.L.Cahn,PN:,SU:,prc,Ctxx,
ELC205,Inside the Mafia,1959,D:E.L.Cahn,PN:,SU:,prc,Ctxx,
ETG3,Train of the Suicides,1931,D:Greville,PN:,SU:,prc,,aw
ETG10,Beat Girl,1960,D:Greville,PN:,St:Renown,prc,"Dram,Docu",aw
ETG12,The Hands of Orlac,1961,D:Greville,"PN:Steven Pallos, Donald taylor",St:Continental,bnw,Horr,aw
FNK2,So Ein Mädel Vergisst Man Nicht,1933,D:Kortner,PN:,SU:,prc,Ctxx,aw
FNK6,Lysistrata,1962,D:Kortner,PN:,SU:,prc,Ctxx,aw
GeG10,Tm:Out of the Blue,1931,D:Gerrard,PN:,St:BIP,bnw,CTxx,(H)
GeK1,Too Many Crooks,1931,D:G.King,PN:,SU:,prc,Ctxx,aw
GeK5,"Sweeny Todd, the Demon Barber of Fleet Street",1936,D:G.King,P:G.King,SU:,bnw,Dram,H*
GeK10,The Chinese Bungalow,1939,D:G.King,P:G.King,SU:,bnw,Dram,H
GeK20,Tomorrow We Live,1942,D:G.King,P:G.King,"St:British Aviation, SL:GB",bnw,Dram,H
GeK25,Candlelight in Algeria,1942,D:G.King,P:G.King,SU:,prc,Ctxx,aw
GeK30,The Shop at Sly Coner,1946,D:G.King,P:G.King,SU:,prc,Ctxx,aw
IAg10,Paradise Alley,1931,D:Argyle,PN:,SU:,prc,Ctxx,aw
IAg12,Smiling Along,1931,D:Argyle,PN:,SU:,prc,Ctxx,aw
IAg10,Send For Paul Temple,1931,D:Argyle,P:Argyle,SU:,prc,Ctxx,aw
JNm25,Dangerous Crossing,1953,D:J.Newman,P:Robert Bassler,St:Fox,bnw,Susp,H*
JNm30,This Island Earth,1955,D:J.Newman,PN:William Alland,St:U-I,Tcol,ScFi,H**
JNm32,Flight to Hong Kong,1956,D:J.Newman,P:Newman,SU:,prc,CTxx,
JNm40,"Tarzan, The Ape Man",1959,D:J.Newman,PN:Al Zimbalist,St:MGM,col,,H**
JNm60,Dear Uncle George,1963,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm61,Death of A Cop,1963,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm62,Three Wives Too Many,1964,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm63,Beast in View,1964,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm64,The Gentleman Caller,1964,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm65,Body in the Barn,1964,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm66,See the Monkey Dance,1964,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm67,Misadventure,1964,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm68,An Unlocked Window,1965,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JNm69,The Second Wife,1965,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JuW10,Sidewalks of New York,1931,D:J.White,PU:,SU:,prc,C0md,
JWR2,Secret Service,1931,D:J.W.Ruben,PN:,SU:,prc,Ctxx,aw
JWR7,The Great Jasper,1931,D:J.W.Ruben,P:Selznick,St:RKO,bnw,Dram,aw
JWR8,The Phantom of Crestwood,1932,D:J.W.Ruben,P:Selznick,St:RKO,bnw,CnR,aw
JWR9,Ace of Aces,1935,D:J.W.Ruben,PN:Sam Jaffe,St:RKO,bnw,"Dram,Advt","mil.inst, France; airplanes; T(1916)"
JWR12,Java Head,1935,D:J.W.Ruben,PN:Basil Dean,St:ATP,bnw,,H*
JWR13,Public Hero Number One,1935,D:J.W.Ruben,PN:Lucien Hubbard,St:MGM,bnw,CnR,H
LHe2,Rose France,1919,D:LHerbier,PN:,SL:Fr,bws,Fant,
LHe4,El Dorado,1921,D:LHerbier,PN:,SL:Fr,bnw,"Dram,Fant",
LHe10,The Mystery of the Yellow Room,1930,D:LHerbier,PN:Osso,SL:Fr,bnw,Myst,H*
LHe30,The Queen's Necklace,1947,D:LHerbier,PN:,SU:,prc,Myst,
MAl2,Fanny,1932,D:M.Allegret,PN:,St:Paris,,,
MAl5,Zou Zou,1934,D:M.Allegret,PN:,St:Paris,prc,BioP,aw
MAl13,Lady Chatterley's Lover,1955,D:M.Allegret,PN:Gilbert Cohen-Seat,St:Orsay Film,bnw,Dram,H
MBa10,Almost a Honeymoon,1931,D:Banks,PN:,SU:,prc,CTxx,aw
MBa15,Tonight's the Night,1932,D:Banks,PN:,SU:,prc,CTxx,aw
MBa25,No Limit,1935,D:Banks,PN:,SU:,prc,CTxx,aw
MBa27,Keep Your Seats Please,1936,D:Banks,PN:Basil Dean,St:ATP,bnw,Comd,H*
MBa32,We're Going to be Rich,1938,D:Banks,PN:,SU:,prc,CTxx,aw
MBa40,Great Guns,1941,D:Banks,PN:,SU:,prc,CTxx,aw
NML1,Monkey Business,1931,D:McLeod,PN:,St:Paramount,bnw,Comd,
NML2,Horse Feathers,1932,D:McLeod,P:J.Mankiewicz,St:Paramount,bnw,Comd,H****
NML4,Alice In Wonderland,1933,D:McLeod,PN:Louis D. Lighton,St:Paramount,bnw,Fant,H**
NML5,It's a Gift,1934,D:McLeod,PN:William leBaron,"St:Paramount, Kartes",bnw,Comd,"F29, H**"
NML7,Topper,1937,D:McLeod,P:Roach,St:MGM,bnw,"Comd,Fant",H**
NML10,Topper Takes a Trip,1938,D:McLeod,P:Roach,St:MGM,bnw,,H*
NML20,Swing Shift Maisie,1943,D:McLeod,PN:George Haight,St:MGM,prc,Comd,aw
NML21,The Kid from Brooklyn,1946,D:McLeod,P:S.Goldwyn,S:Goldwyn,Tcol,Musc,H
NML22,The Secret Life of Walter Mitty,1947,D:McLeod,PN:,SU:,,Comd,
NML23,The Paleface,1947,D:McLeod,PN:Robert L. Welch,St:Paramount,Tcol,Comd,H***
NML24,Road to Rio,1947,D:McLeod,PN:Daniel Dare,St:Paramount,bnw,"Comd,Musc",H**
NML31,Casanova's Big Night,1954,D:McLeod,PN:Paul Jones,St:Paramount,Tcol,Comd,H
OrL10,Daphnis and Chloe,1931,D:Laskos,PN:,SU:,prc,Dram,aw
OsM10,The Exile,1931,D:Micheaux,PN:,SU:,prc,Dram,aw
StW6,The Eagle and the Hawk,1933,D:S.Walker,PN:,SU:,prc,Ctxx,aw
StW7,Tm:White Woman,1933,D:S.Walker,PN:,St:Paramount,bnw,Romt,H
StW9,Great Expectations,1934,D:S.Walker,PN:,St:Universal,bnw,Dram,H
StW10,Werewolf of London,1935,D:S.Walker,PN:Stanley Bergerman,St:Universal,bnw,Horr,H*
StW13,Bulldog Drummond's Bride,1939,D:S.Walker,PN:,SU:,prc,Ctxx,aw
WCM2,The Spider,1931,D:Menzies,P:,St:Fox,bnw,Susp,H
WCM3,Almost Married,1932,D:Menzies,PN:,SU:,prc,Ctxx,aw
WCM6,Things To Come,1936,D:Menzies,P:A.Korda,St:London,bnw,Dram,H****
WCM22,Address Unknown,1944,D:Menzies,P:Menzies,St:Columbia,bnw,Susp,H*
WCM32,Invaders From Mars,1954,D:Menzies,PN:Edward D. Alperson,SL:USA,Ccol 3D,ScFi,H
xFl10,"Luise, Königin von Preussen",1931,D:Frohlich,PN:,SU:,bbnw,Dram,aw
YAl3,Une Si Jolie Petite Plage,1948,D:Y.Allegret,PN:,St:Paris,prc,Ctxx,aw
YAl10,Les Orgeilleux,1953,D:Y.Allegret,PN:,SU:,prc,Dram,aw
EDF10,Side Street Story,1952,D:DeFilippo,PN:,SU:,prc,Dram,aw
AL2,Nie wieder Liebe,1932,D:Litvak,PN:,SL:Germany,prc,Ctxx,aw
AL8,Mayerling,1936,D:Litvak,PN:,SL:Fr,prc,Ctxx,aw
AL9,The Woman I Love,1937,D:Litvak,PN:,SL:USA,prc,Ctxx,aw
AL10,Tovarich,1937,D:Litvak,P:Robert Lord,St:Warners,bnw,Romt,H**
AL11,The Amazing Dr.Clitterhouse,1938,D:Litvak,PU:,S:Republic,bnw,Comd,aw
AL12,All This and Heaven Too,1940,D:Litvak,"PN:Jack L. Warner, Hal B. Wallis",St:Warners,bnw,Dram,H**
AL13,Castle on the Hudson,1940,D:Litvak,P:Bischoff,St:Warners,bnw,Dram,H*
AL14,Confessions of a Nazi Spy,1939,D:Litvak,PN:Robert Lord,St:Warners,bnw,,H***
AL16,City for Conquest,1940,D:Litvak,PN:Anatole Litvak,St:Warners,bnw,,H**
AL20,The Long Night,1947,D:Litvak,PN:,SL:USA,prc,Ctxx,aw
AL21,Sorry Wrong Number,1948,D:Litvak,P:Wallis,St:Paramount,bnw,Susp,aw
AL22,The Snake Pit,1948,D:Litvak,"PN:Litvak, Robert Bassler",St:Foxbnw,Dram,"H**, AAN, AAN dir","mental hospital, USA"
AL23,Decision before Dawn,1952,D:Litvak,PN:,SL:USA,prc,Ctxx,aw
AL26,Anastasia,1956,D:Litvak,{Buddy Adler,St:Fox,Ecol,BioP,H**
AL27,The Journey,1959,D:Litvak,P:Litvak,St:MGM,Tcol,Dram,H
AlH8,Little Miss Marker,1934,D:A.Hall,PN:B.P. Schulberg,St:Paramount,bnw,Dram,H**
AlH10,Going to Town,1935,D:A.Hall,PN:,SU:,prc,Ctxx,aw
AlH21,The Doctor Takes a Wife,1940,D:A.Hall,PN:William Perlberg,St:Columbia,bnw,,H*
AlH22,He Stayed for Breakfast,1940,D:A.Hall,PN:B.P. Schulberg,St:Columbia,bnw,,H
AlH23,This Thing Called Love,1940,D:A.Hall,PN:William Perlberg,St:Columbia,bnw,,H*
AlH24,Here Comes Mr. Jordan,1941,D:A.Hall,PN:Everett Riskin,St:Columbia,,Romt,H***
AlH27,My Sister Eileen,1942,D:A.Hall,PN:,SU:,prc,Ctxx,aw
AlH30,Once Upon A Time,1944,D:A.Hall,PN:Louis Edelman,St:Columbia,bnw,"Comd,Romt",H*
AlH36,Because You're Mine,1952,D:A.Hall,PN:,SU:,prc,,
AlH38,Let's do it Again,1953,D:A.Hall,PN:Oscar Saul,St:Columbia,Tcol,,H
ARs10,Goona-Goona,1932,D:Roosevelt,PN:,SU:,prc,Docu,aw
CMF1,Vanity Fair,1932,D:Ch.Franklin,P:Hoffman,St:Allied,bnw,Dram,H
EaK8,Island of Lost Souls,1932,D:Kenton,P:,St:Paramount,bnw,Horr,H*
EaK10,From Hell to Heaven,1933,D:Kenton,PN:,St:RKO,bnw,Dram,aw
EaK30,The Cat Creeps,1933,D:Kenton,PN:Howard Welsch,St:Universal,bnw,Horr,aw
EaK50,Who Done It?,1942,D:Kenton,PN:Alex Gottlieb,St:Universal,bnw,Comd,H
EaK51,Pardon my Sarong,1942,D:Kenton,PN:Alex Gottlieb,St:Universal,bnw,Comd,
EaK60,House of Dracula,1945,D:Kenton,PN:,St:Universal,bnw,Comd,
EBz5,Virtue,1932,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz10,Ann Carver's Profession,1933,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz15,Cross Country Cruise,1934,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz20,Transient Lady,1935,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz25,As Good as Married,1937,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz30,At the Circus,1939,D:Buzzell,P:M.LeRoy,St:MGM,bnw,Comd,H**
EBz35,Go West,1940,D:Buzzell,PN:,SU:,bnw,Comd,
EBz40,Ship ahoy,1942,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz45,The Youngest Profession,1940,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz46,The Getaway,1946,D:Buzzell,PN:,St:MGM,bnw,CnR,H
EBz50,Easy To Wed,1946,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz55,Song of the Thin Man,1947,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz60,Neptune's Daughter,1949,D:Buzzell,PN:,St:MGM,prc,Musc,aw
EBz65,A Woman of Distinction,1950,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz70,Confidentially Connie,1953,D:Buzzell,PN:,SU:,prc,Ctxx,aw
EBz75,Aint Misbehavin',1955,D:Buzzell,PN:,SL:GB,,,
EBz80,Mary Had a Little,1961,D:Buzzell,PN:,SL:GB,,,
ElN1,The Mouthpiece,1932,D:Nugent,PN:,SU:,prc,Ctxx,aw
ElN2,If I Were Free,1933,D:Nugent,"P:M.C.Cooper, McGowan",St:RKO,bnw,Dram,H
ElN3,Three Cornered Moon,1933,D:Nugent,PN:,SU:,prc,Ctxx,aw
ElN5,She Loves Me Not,1935,D:Nugent,PN:Benjamin Glazer,St:Paramount,bnw,Musc,H*
ElN7,Never Say Die,1939,D:Nugent,PN:Paul Jones,St:Paramount,bnw,Comd,H*
ElN8,The Cat and The Canary,1939,D:Nugent,P:Hornblow,St:Paramount,bnw,Susp,H***
ElN10,Nothing But the Truth,1941,D:Nugent,P:Hornblow,St:Paramount,bnw,Comd,H
ElN11,The Male Animal,1942,D:Nugent,PN:Wolfgang Reinhardt,St:Warners,bnw,Comd,H*
ElN13,My Favourite Brunette,1947,D:Nugent,PN:Daniel Dare,"St:Paramount, Hope Enterprises",bnw,,"F74,H*"
ElN14,My Girl Tisa,1948,D:Nugent,PN:Milton Sperling,St:United States pictures,bnw,,H***
ElN15,The Great Gatsby,1949,D:Nugent,"PN:Richard Maibaum, David Merrick",St:Paramount,bnw,Myst,H*
ElN20,Just for You,1952,D:Nugent,PN:Pat Duggan,St:Paramount,Tcol,Musc,H
ELM2,The Death Kiss,1932,D:E.Marin,PN:,SU:,,Myst,
ELM8,The Casino Murder Case,1935,D:E.Marin,PN:,SU:,,Myst,
ELM15,A Christmas Carol,1938,D:E.Marin,P:J.Mankiewicz,St:MGM,bnw,Fant,H*
ELM17,Maisie,1939,D:E.Marin,P:Ruben,St:MGM,prc,Advt,aw
ELM19,Gold Rush Maisie,1940,D:E.Marin,P:Ruben,St:MGM,prc,Comd,aw
ELM21,Maisie Was a Lady,1940,D:E.Marin,P:Ruben,St:MGM,prc,Comd,aw
ELM22,Show Business,1944,D:E.Marin,PN:Eddie Cantor,St:RKO,bnw,Musc,H***
ELM24,Tall in the Saddle,1944,D:E.Marin,PN:,SU:,col,West,aw
ELM26,Johnny Angel,1945,D:E.Marin,PN:William L. Pereira,St:RKO,bnw,Myst,H*
ELM29,Lady Luck,1946,D:E.Marin,PN:Warren Duff,St:RKO,bnw,Comd,H
ELM31,Race Street,1948,D:E.Marin,PN:,SU:,prc,Ctxx,aw
ELM33,Canadian Pacific,1949,D:E.Marin,PN:,SU:,prc,Ctxx,aw
ELu10,The Man Who Reclaimed His Head,1934,D:Ludwig,PN:,SU:,prc,Ctxx,aw
ELu19,Her Husband Lies,1937,D:Ludwig,PU:,S:Paramount,bnw,Dram,H
ELu20,The Last Gangster,1937,D:Ludwig,PN:J.J. Cohn,St:MGM,bnw,Draam,H*
ELu25,That Certain Age,1938,D:Ludwig,PN:,SU:,prc,Ctxx,aw
ELu30,Swiss Family Robinson,1940,D:Ludwig,"PN:Gene Towne, Graham Baker",St:RKO,bnw,Advt,H
ELu34,The Man Who Lost Himself,1941,D:Ludwig,PN:,SU:,prc,Ctxx,aw
ELu39,The Fighting Seabees,1944,D:Ludwig,PN:,SU:,bnw,Ctxx,aw
ELu45,Wake of the Red Witch,1948,D:Ludwig,PN:,SU:,prc,Ctxx,aw
ELu49,Caribbean,1952,D:Ludwig,"PN:William H. Pine, William C. Thomas",St:Paramount,Tcol,Advt,H
ELu50,Sangaree,1953,D:Ludwig,PN:,SU:,prc,Ctxx,aw
ELu60,The Gun Hawk,1963,D:Ludwig,PN:,SU:,prc,Ctxx,aw
FBu5,Bring Them Back Alive,1932,D:Buck,PN:,SU:,prc,CTxx,aw
FBu8,Wild Cargo,1934,D:Buck,PN:,SU:,prc,CTxx,aw
FBu10,Fang and Claw,1936,D:Buck,PN:,SU:,prc,CTxx,aw
FBu12,Jungle Menace,1937,D:Buck,PN:,SU:,prc,CTxx,aw
FBu20,"Icare, Killer of the Amazon",1942,D:Buck,PN:,SU:,prc,CTxx,aw
FrW1,Play Girl,1932,D:Woodruff,PN:Cliff Reid,St:RKO,bnw,,
FrW10,Lady Scarface,1941,D:Woodruff,PN:Cliff Reid,St:RKO,bnw,,H
HBH10,Charlie Chan at the Racetrack,1936,D:Humberstone,PN:,St:Fox,,"Myst,Comd",
HBH15,Charlie Chan at the Opera,1936,D:Humberstone,PN:,St:Fox,,"Myst,Comd",
HBH20,Charlie Chan at the Olympics,1937,D:Humberstone,PN:,St:Fox,,"Myst,Comd",
HBH25,Charlie Chan in Honolulu,1937,D:Humberstone,PN:,St:Fox,,"Myst,Comd",
HBH30,Sun Valley Serenade,1941,D:Humberstone,PN:,SU:,prc,Ctxx,aw
HBH31,I Wake up Screaming,1941,D:Humberstone,PN:Milton Sperling,St:Fox,bnw,Susp,H**
HBH35,"Hello, Frisco, Hello",1943,D:Humberstone,PN:,St:Fox,col,Musc,
HBH40,Wonder Man,1945,D:Humberstone,PN:,SU:,prc,Ctxx,aw
